id,MW,HBA,HBD,RotB,LogP,TPSA,GBSA,docking score
737,356.5,3,1,7,5.35,46.5,-43.3333103856448,-7.31700681756235
738,341.4,4,0,5,4.5,48.4,-50.3661776007066,-7.31670095941889
739,361.9,6,2,7,2.85,83.6,-45.3749527211621,-7.316458224317
740,265.3,4,1,5,2.19,46.9,-47.2118309772914,-7.31639134940291
741,361.5,6,3,11,2.27,95.1,-49.4768259015846,-7.31596583249688
742,431.2,4,1,4,5.31,49.4,-54.6292142863003,-7.31591161345992
743,361.9,6,2,7,2.85,83.6,-40.2987841160739,-7.31569290085311
744,369.4,8,2,6,1.98,106.0,-52.0834225443368,-7.31521363872148
745,336.4,5,1,9,4.14,59.8,-41.8103835407555,-7.31498960967572
746,344.4,4,1,5,2.42,49.4,-53.4333514903301,-7.31498157877782
747,386.5,6,1,8,2.98,75.7,-34.1163159960333,-7.31483452137554
748,309.4,3,1,5,2.85,60.4,-53.4379096441189,-7.31478006069111
749,443.4,8,2,8,2.82,97.0,-55.2515114021189,-7.31477391248936
750,360.5,6,2,10,3.54,79.8,-56.8708720201475,-7.31458257313257
751,323.4,6,1,9,2.46,67.1,-54.1708798768359,-7.3136564189166
752,405.5,6,3,9,2.66,76.8,-47.0934423106728,-7.31298066148715
753,441.5,7,1,6,3.36,81.8,-52.881197347835,-7.31295089138648
754,428.4,6,1,7,3.05,75.7,-50.367444254377,-7.31282123683509
755,417.9,6,0,9,2.59,54.8,-55.3592617148324,-7.31277893249057
756,423.4,6,0,3,2.67,60.9,-45.6172079533044,-7.31255736736081
757,325.4,5,0,6,4.73,68.9,-49.4225491657644,-7.31077021669546
758,336.8,5,2,8,3.69,65.6,-44.089103449438,-7.31075027101543
759,316.4,4,1,2,2.25,49.4,-39.8065461471278,-7.31005626000264
760,358.5,6,1,8,3.5,75.2,-50.9443862158787,-7.30966190596472
761,365.8,6,1,6,3.11,71.5,-49.5517139239319,-7.30877243844792
762,443.5,5,2,6,4.55,69.2,-64.646737287334,-7.30756161480882
763,339.3,6,1,6,1.85,88.1,-41.1173166215312,-7.30709413954878
764,389.5,8,0,5,1.98,72.1,-27.6514192298046,-7.30611467694962
765,312.3,4,0,7,3.59,52.6,-41.211794053499,-7.30592926861398
766,309.8,4,2,5,2.61,69.4,-52.4777290351831,-7.30494676323935
767,425.5,7,1,6,3.65,80.1,-56.047741648239,-7.30432414560139
768,401.3,4,1,6,4.37,49.4,-52.4545006634835,-7.30370721623796
769,314.8,5,0,2,3.35,52.7,-54.097995422343,-7.30365938804557
770,289.3,4,1,2,3.37,54.9,-42.8234406817755,-7.30239906032282
771,373.2,8,3,5,1.22,107.6,-51.8188340935794,-7.30198432825122
772,396.5,7,3,7,2.57,94.3,-49.272736837388,-7.30126862186429
773,381.4,8,1,6,1.8,94.9,-51.9379367888132,-7.30120447143891
774,356.4,9,3,8,1.17,123.3,-44.0620911177421,-7.30103483701493
775,296.7,3,1,7,3.56,38.7,-52.3724425520404,-7.3002120985036
776,414.4,7,2,8,1.51,115.0,-57.0322225122654,-7.29979455091998
777,376.4,7,0,5,2.44,75.6,-48.9242006105605,-7.29920297470957
778,444.0,6,3,10,4.39,89.4,-66.2286952222821,-7.29909485569231
779,398.4,5,0,3,3.11,69.7,-48.4039688508756,-7.29877894717615
780,294.3,4,2,2,3.65,69.1,-42.8112686120521,-7.29831661127897
781,326.4,7,3,6,1.73,107.2,-42.9520494499584,-7.29794909999957
782,432.9,8,1,10,1.83,102.0,-57.7084657122559,-7.29792706601217
783,298.4,4,1,4,2.18,51.1,-38.6286596278242,-7.29790705054724
784,413.4,6,2,8,2.66,60.7,-43.2323263424787,-7.29716147237622
785,385.4,7,0,3,1.99,88.9,-55.0863345612579,-7.29702058647648
786,330.4,5,0,7,3.31,65.7,-47.5357069533538,-7.2969184398898
787,357.8,6,0,3,2.25,64.4,-37.7107964490342,-7.29691820106883
788,353.8,5,0,4,3.81,55.2,-57.7211141848566,-7.29685508487959
789,304.7,5,0,5,3.14,56.7,-50.96518337616,-7.2967706212701
790,327.3,5,0,2,1.98,56.4,-35.9316098842937,-7.29656116061565
791,417.8,7,1,4,3.03,86.8,-50.0923279140243,-7.29653596792533
792,249.3,4,0,3,2.75,47.8,-44.7199454386227,-7.29619413528937
793,389.5,6,1,8,4.46,73.3,-57.0069741367224,-7.29584473341201
794,307.3,4,1,4,4.6,51.0,-31.5863994262736,-7.29545015850478
795,394.5,6,1,6,2.74,67.2,-51.5418178905802,-7.29378861084171
796,329.4,8,2,7,0.21,100.4,-44.39597097767,-7.2933948437637
797,463.6,8,2,9,4.28,104.3,-57.162095072732,-7.29335910258262
798,433.8,6,1,8,4.04,81.2,-44.7837238764187,-7.29329423562745
799,453.9,4,2,8,6.07,54.0,-47.406724365148,-7.29292243572457
800,393.8,4,1,5,5.41,46.9,-49.8821704922511,-7.29278408581543
801,391.4,4,1,6,4.83,46.9,-58.123136317744,-7.2926312458129
802,383.4,7,1,6,1.43,106.6,-57.2398417683971,-7.29212218762228
803,308.3,5,0,3,2.2,52.7,-40.8679349904805,-7.2918634275686
804,398.4,6,0,5,2.26,59.1,-55.534473211047,-7.29156627063418
805,329.4,7,2,7,2.48,92.8,-44.9794706017565,-7.2915533525716
806,446.9,9,1,10,1.73,122.1,-41.1114767787494,-7.29142513933078
807,368.9,4,0,3,3.59,40.6,-43.5567827155901,-7.29089303663819
808,317.2,3,1,3,4.58,45.8,-50.1687644563481,-7.2904372711981
809,353.8,5,0,4,3.81,55.2,-57.824175439031,-7.29043425886936
810,365.2,5,1,6,3.14,64.4,-47.8093785157416,-7.28907534735446
811,275.2,7,2,2,0.27,86.2,-47.2336509209126,-7.28806654438181
812,385.4,7,2,6,2.94,106.9,-38.9192426195277,-7.28680376330487
813,385.4,7,2,6,2.94,106.9,-38.9192426195277,-7.28680376330487
814,307.3,5,1,4,2.99,55.6,-46.929528445341,-7.28665698405326
815,423.5,9,1,7,2.17,104.6,-58.8677924129979,-7.28562456509068
816,350.4,3,0,6,4.46,53.8,-47.4799853580917,-7.28528229412486
817,330.3,3,0,6,4.52,39.4,-44.6710825956843,-7.28408393908747
818,440.4,8,1,8,2.71,85.7,-51.0168082553828,-7.28348184802572
819,464.5,10,3,5,2.06,126.1,-54.5377902283835,-7.28346972701749
820,345.4,6,0,4,2.52,73.6,-50.0371829859596,-7.28335738528285
821,340.5,5,0,7,3.36,50.5,-53.216800269709,-7.28309656145241
822,362.8,5,2,4,4.51,59.0,-49.3903706982373,-7.28289088635072
823,401.3,6,2,6,2.64,70.7,-43.8578065476922,-7.28215954240944
824,294.7,4,0,7,3.37,56.5,-42.5201645169518,-7.28196982288387
825,447.4,7,1,6,3.99,72.9,-46.5514156667641,-7.28103350242414
826,384.4,5,1,4,3.06,66.5,-49.2347781989311,-7.28101988849141
827,349.4,6,0,6,3.17,64.4,-57.3992344450626,-7.28101713338436
828,380.9,6,1,6,2.43,75.7,-46.3910946879441,-7.28085497130507
829,397.5,4,1,5,5.66,46.9,-43.3828034719418,-7.27895627193865
830,391.5,4,2,10,2.25,37.1,-53.7079208659252,-7.27823322762057
831,407.4,7,1,6,2.46,80.1,-39.0932483290799,-7.278174491135
832,434.5,9,3,6,1.59,112.8,-49.6312283987363,-7.2780948013641
833,342.8,5,1,7,4.16,59.8,-53.0376469070879,-7.27808812702569
834,285.2,5,2,2,1.91,70.6,-45.8836304423658,-7.27793333860834
835,408.2,6,1,5,3.94,73.2,-60.4788949900549,-7.27763758717988
836,409.3,5,0,8,1.23,89.5,-36.1119844112991,-7.27745655201223
837,330.5,3,2,6,2.62,49.7,-39.4903754567185,-7.27727103107196
838,347.3,4,1,6,3.84,50.9,-47.4495160575507,-7.27723624581285
839,357.5,4,1,5,4.64,59.2,-44.1540411650949,-7.27703028921724
840,352.4,6,1,6,1.95,67.2,-50.1868385396247,-7.27663897022724
841,371.8,5,1,4,3.78,66.1,-53.2813045833773,-7.27651661629419
842,408.3,7,1,5,2.74,77.1,-55.6829609624483,-7.27649739684513
843,373.4,7,1,8,2.6,88.6,-49.695606384752,-7.27533054108487
844,307.4,4,0,2,3.09,38.1,-54.0759845569119,-7.27527049702981
845,403.2,6,1,4,2.6,67.9,-55.4928979672186,-7.2750282573841
846,335.8,6,2,8,2.62,84.1,-48.9512394715266,-7.27475589217954
847,352.1,4,1,3,2.99,46.9,-39.9605414528469,-7.27260902000717
848,279.3,4,1,3,2.89,50.7,-41.9300621171014,-7.2724323808453
849,343.8,4,1,7,3.34,57.6,-41.7055367699913,-7.27201451153296
850,334.8,4,1,4,3.14,49.4,-43.9757430320433,-7.2718476844761
851,374.3,8,2,2,2.05,99.3,-46.1623711944285,-7.27105726833649
852,427.9,7,3,10,4.41,98.7,-62.6096795416479,-7.27077620603683
853,313.4,7,3,8,2.21,103.0,-51.7170122839034,-7.26969012283051
854,295.3,4,1,5,2.94,58.6,-52.6945683583208,-7.26952391786045
855,334.8,4,1,5,3.69,49.4,-54.1448370253547,-7.26894236712429
856,389.3,9,1,6,1.72,118.8,-47.7249350509865,-7.26782422394475
857,341.3,6,0,3,1.74,64.4,-35.3347960929868,-7.2667002466736
858,324.4,3,0,8,5.22,35.0,-54.3079387321131,-7.26584622294325
859,389.5,7,1,3,1.67,95.9,-53.3109010174849,-7.26569779456996
860,333.4,5,0,5,3.22,57.0,-49.871532821815,-7.26549556619461
861,392.5,5,1,6,3.47,78.5,-44.6443232200118,-7.26497503773438
862,370.8,6,1,5,3.46,75.0,-49.4497439233519,-7.26489807585349
863,403.2,6,1,4,2.6,67.9,-55.0348651066752,-7.26485016163008
864,351.3,6,1,7,3.05,64.9,-47.6360158447314,-7.26480461855939
865,293.7,4,1,2,3.15,55.4,-50.921423223368,-7.26467363085228
866,390.3,4,1,5,2.95,57.6,-50.6030512163852,-7.26412776323194
867,398.4,8,1,6,2.52,94.7,-55.7775571517868,-7.26306254078609
868,279.3,4,2,5,2.05,69.4,-43.6702438640386,-7.26285597997922
869,438.8,6,1,3,4.16,75.7,-29.0918510452557,-7.26205013163112
870,330.4,4,3,13,1.12,54.1,-46.2124016470489,-7.26155135645905
871,329.4,8,2,7,0.21,100.4,-43.7025895043216,-7.2604469463189
872,410.8,4,1,5,4.97,49.4,-54.1242405823095,-7.25970827057307
873,452.5,8,1,6,3.7,102.7,-60.5075555182375,-7.25967978779384
874,420.9,5,0,6,4.94,60.7,-52.2149158385064,-7.25964823576334
875,273.3,4,1,4,3.24,63.3,-35.3284591714719,-7.2592710052146
876,468.6,7,2,10,3.74,91.4,-54.5329241839881,-7.25911984812434
877,353.4,6,0,5,3.28,56.1,-35.0278250502597,-7.25867234603028
878,323.8,6,0,10,2.24,56.0,-54.7197168185803,-7.25827715507002
879,376.4,4,1,5,4.25,49.4,-54.1119712847058,-7.25803453360759
880,409.4,7,1,6,2.35,81.8,-43.5588931994953,-7.25768284694944
881,337.4,6,0,4,1.91,64.4,-38.11368261799,-7.25760887536831
882,317.1,3,0,2,4.41,39.4,-52.7553808679695,-7.25742924773008
883,337.4,6,0,8,3.34,76.5,-49.5060564746964,-7.25711436326465
884,362.4,8,1,8,1.65,93.6,-56.7820826155948,-7.25677610989969
885,385.4,7,0,3,1.99,88.9,-54.4266637861119,-7.25634913050975
886,352.3,6,0,5,2.71,69.9,-47.7258351358132,-7.25613771399165
887,357.4,8,2,6,1.88,102.0,-39.696716017912,-7.25548695547025
888,372.8,5,0,3,4.09,71.6,-46.9561203531366,-7.25505466114833
889,352.8,6,1,9,3.16,77.9,-47.8168634398589,-7.25466567128548
890,450.5,7,0,10,2.55,75.5,-53.1223623828264,-7.25358299950431
891,293.3,3,1,2,3.3,46.2,-42.4757542925909,-7.25342840960484
892,353.8,5,2,4,2.78,74.8,-54.4618066721996,-7.25256123477879
893,385.4,7,1,6,2.33,81.8,-51.6536370515078,-7.25249665690744
894,399.5,7,1,9,3.49,89.8,-52.2142240905769,-7.25235564244506
895,405.5,6,0,8,4.43,56.6,-48.8076368638058,-7.2519544906684
896,440.5,6,1,8,3.88,82.8,-63.4886196549032,-7.25124058053836
897,331.8,6,1,5,2.42,77.1,-47.8969781832275,-7.25115242124478
898,312.7,7,1,5,2.53,90.1,-38.8770617016189,-7.25101693226712
899,466.6,8,3,7,2.69,103.2,-63.0036894735831,-7.25078884095695
900,321.3,5,3,3,1.53,84.6,-43.2185029509537,-7.25051083767687
901,365.4,7,0,6,2.62,85.5,-46.8051794977418,-7.25045196186511
902,396.5,7,3,7,2.57,94.3,-46.8432941111223,-7.25034501104779
903,343.8,5,2,4,3.51,61.4,-47.2869893022535,-7.24978635456427
904,379.4,8,1,8,2.95,94.6,-44.9255213132128,-7.24958111521857
905,293.3,5,2,3,2.98,66.5,-43.1980209353778,-7.24912595858737
906,374.8,6,3,4,3.08,82.6,-52.5963657600432,-7.2489100303684
907,304.4,5,0,9,1.53,49.8,-49.8739817412143,-7.24881944024016
908,273.3,6,2,5,1.94,76.2,-38.4429927609963,-7.24873210979587
909,362.4,4,1,5,4.07,49.4,-49.260988221843,-7.24843223464597
910,391.3,6,1,6,2.79,67.2,-49.9718307798412,-7.24831412764783
911,312.3,5,2,5,3.24,59.0,-37.0414685374317,-7.24754988610241
912,302.4,2,0,4,3.91,34.1,-35.4649034504846,-7.24746948246162
913,334.8,5,0,4,3.07,60.7,-48.9986214184282,-7.24713058879333
914,366.4,6,0,5,1.33,66.9,-43.4326656395788,-7.24605071985803
915,326.3,4,1,4,2.96,49.4,-37.8913526862943,-7.24588496493461
916,380.2,7,1,4,1.36,88.1,-47.6550263947083,-7.2455595682506
917,302.4,4,2,3,2.75,69.1,-47.8277812430433,-7.24530931377719
918,486.4,8,1,9,3.45,91.0,-45.7065131448571,-7.24447838077008
919,329.8,5,3,4,3.41,70.2,-55.6463506918326,-7.24392876024555
920,316.4,5,0,7,2.92,65.7,-38.1808297684593,-7.24375381736236
921,322.3,4,0,8,3.45,52.6,-40.08251996735,-7.24375335464869
922,380.8,5,1,6,3.64,64.4,-47.6618224093017,-7.24306970249826
923,327.8,4,1,4,3.94,59.3,-43.0199043647353,-7.24211850906211
924,410.5,7,2,10,2.96,97.8,-46.4646240038401,-7.24210823972232
925,406.9,6,1,9,4.4,75.2,-48.3343950309636,-7.24133464828117
926,323.7,5,2,3,2.48,65.5,-45.7294632042103,-7.24131602158382
927,324.3,7,1,6,2.82,90.1,-39.2722785223314,-7.24096794066987
928,376.4,4,0,4,2.91,40.6,-45.8796023119503,-7.24070201037643
929,454.0,6,3,8,4.97,89.4,-62.3621317333791,-7.23979625449108
930,393.2,6,1,4,3.14,67.9,-51.8360454654794,-7.23979297281814
931,319.4,5,1,5,0.99,44.8,-47.1635900960664,-7.23882356972643
932,392.9,7,1,4,2.83,84.4,-53.4904555066405,-7.23800370338728
933,392.4,7,2,6,2.35,101.6,-50.0216362257452,-7.23786607850892
934,388.4,5,1,7,4.8,59.8,-33.0194497074117,-7.23712900666355
935,403.3,7,1,5,2.22,103.2,-37.4529930907129,-7.23683666459839
936,336.4,5,2,4,2.3,80.5,-29.3179204382586,-7.23614876857255
937,463.9,7,3,11,5.85,99.7,-53.4955502752746,-7.23566483653743
938,424.5,7,3,9,3.21,94.3,-47.8266623836489,-7.23543160630527
939,318.7,5,0,4,3.88,69.6,-54.0380816971037,-7.23535752761403
940,445.3,6,2,5,3.65,73.8,-56.4937233888522,-7.23530373712826
941,330.3,3,0,6,4.52,39.4,-48.3050119564132,-7.23528498616888
942,395.4,6,0,2,2.66,60.9,-43.8678672421056,-7.2352398736512
943,387.4,7,1,5,3.63,88.2,-43.0988341864404,-7.23444853603478
944,321.4,4,1,3,4.19,54.9,-50.5372023690934,-7.23400418900936
945,291.2,4,1,3,2.37,46.9,-40.9203922359702,-7.23343149484511
946,303.7,7,2,3,0.72,95.8,-46.2593976518829,-7.23312321865551
947,442.4,5,1,6,5.1,59.8,-43.8584016749255,-7.23254352970379
948,372.5,6,1,9,3.61,75.2,-43.8721849148096,-7.23219554057523
949,437.6,6,2,12,4.7,78.4,-51.3580081645778,-7.23175271584229
950,256.2,3,1,2,3.3,50.4,-35.4472461891037,-7.23154902768375
951,429.9,6,3,9,4.0,89.4,-62.9322550501129,-7.23134199520462
952,371.9,6,0,6,4.03,67.9,-55.6894573152431,-7.23114033683765
953,278.3,3,1,4,4.07,46.5,-31.5759936377035,-7.23023266118701
954,330.3,7,0,4,1.92,70.5,-34.7037508036319,-7.22990810661241
955,361.4,8,1,8,2.81,94.6,-38.4222374486344,-7.2287878567276
956,398.4,6,0,5,2.26,59.1,-55.5379500044482,-7.22877094888045
957,437.5,6,2,5,4.88,77.7,-44.4853469995069,-7.22815651481696
958,378.3,4,0,5,4.4,46.6,-54.5323633134049,-7.22792812069722
959,303.4,4,1,5,4.07,46.9,-30.5919821567495,-7.22788768352282
960,394.3,6,1,7,3.47,67.9,-55.1963611637757,-7.22781214860858
961,389.8,5,1,4,3.92,66.1,-53.7462879599343,-7.22766173705134
962,302.4,5,0,6,1.46,49.9,-51.1061055237897,-7.22746037331934
963,406.8,5,0,6,5.5,65.7,-48.7105812318587,-7.22738306897554
964,412.4,6,2,5,2.62,73.8,-46.8491219426051,-7.22653038791627
965,388.5,6,1,5,3.62,76.4,-44.7598105948719,-7.22629918219759
966,393.4,6,1,4,2.45,91.4,-47.8459668824526,-7.22457604201171
967,490.9,8,1,6,4.46,87.9,-66.8149341477165,-7.22393609325418
968,336.4,5,1,10,3.73,63.8,-56.6643137773835,-7.22287592070363
969,371.4,5,2,7,3.39,74.8,-56.8038827781129,-7.21855872117617
970,343.4,6,1,7,1.1,69.7,-59.7276454275143,-7.21799716565897
971,414.6,5,1,10,5.16,63.6,-63.7137990573638,-7.21413533318258
972,337.4,6,3,8,1.48,95.1,-58.8942708179302,-7.21344062443293
973,408.3,7,1,5,2.74,77.1,-58.3437061050536,-7.20901607162946
974,383.9,7,3,10,2.01,104.3,-61.6206256882151,-7.20817467311372
975,372.8,6,1,5,2.8,67.9,-57.5642989008938,-7.208084581442
976,443.5,5,0,8,4.53,67.6,-62.6824922683454,-7.20516767011956
977,382.4,8,1,5,1.56,86.3,-56.309128529866,-7.20239321953166
978,473.9,9,3,13,3.31,117.1,-65.639054620251,-7.19926334334541
979,408.8,7,0,5,5.15,89.8,-65.4764924968722,-7.19482368761575
980,403.2,6,1,4,2.6,67.9,-57.4439086346356,-7.19216494050178
981,444.5,8,1,6,3.77,93.0,-62.0193957136898,-7.19068780132984
982,487.6,9,1,13,2.95,113.1,-57.7482982413594,-7.18975516390094
983,461.5,10,2,6,0.24,123.3,-63.6227727773894,-7.18491544089991
984,394.5,7,2,6,3.01,91.4,-59.7880859535726,-7.18196101905272
985,419.5,6,1,6,3.88,71.5,-66.9319637027111,-7.17648847778437
986,427.9,7,1,7,2.72,81.8,-57.1624681935327,-7.1743603163817
987,371.8,5,3,8,1.76,90.1,-57.0243881719398,-7.16515002883957
988,466.8,6,3,8,4.98,89.4,-66.2321662705172,-7.16338881518479
989,418.0,5,2,11,2.39,54.2,-59.4477847428006,-7.16211916146574
990,391.5,6,1,9,4.01,71.5,-56.9321321274238,-7.16119575120056
991,341.4,7,3,7,2.92,103.0,-56.4194113549574,-7.15911651624675
992,372.8,6,1,5,2.8,67.9,-58.6690538627518,-7.15787146999606
993,411.9,6,3,9,3.84,89.4,-61.9454033210159,-7.15538490530041
994,397.5,3,1,6,4.82,40.5,-56.3802914230882,-7.15506831974262
995,422.6,5,1,6,4.91,50.3,-58.0777458791426,-7.14609530488923
996,347.4,6,1,7,3.81,77.2,-57.8519838339289,-7.14550960136593
997,413.9,5,0,5,4.66,48.0,-58.1424020402046,-7.1435269111906
998,443.9,8,3,11,3.65,107.9,-66.3847332767727,-7.14321502089513
999,377.4,6,0,8,3.95,64.4,-59.4606224308845,-7.13987176237534
1000,480.0,8,2,9,2.04,104.8,-57.3220751902209,-7.13790747437985
1001,423.5,3,1,6,5.97,46.2,-58.6161348972601,-7.13185241219932
1002,416.5,7,0,6,3.28,75.5,-59.4101377121078,-7.12992638576898
1003,380.3,6,1,5,4.25,89.9,-56.4799770892841,-7.12855332573416
1004,445.5,9,1,8,2.71,107.6,-56.3630112647161,-7.1280406670355
1005,355.4,6,1,10,2.98,67.1,-60.9084484160703,-7.119254849201
1006,439.9,6,3,11,4.8,89.4,-69.3228434425546,-7.11682180367854
1007,396.3,4,2,8,2.45,37.1,-58.3835554731904,-7.11426536962587
1008,390.9,5,0,8,3.8,42.0,-60.5276426769624,-7.11316776973229
1009,457.9,8,3,12,3.69,107.9,-60.7125606555337,-7.11206086460574
1010,359.4,6,2,9,2.25,88.8,-57.4612847625258,-7.11115568622373
1011,455.5,10,3,7,2.37,137.9,-63.3497488518997,-7.10913855287042
1012,427.9,7,3,10,4.41,98.7,-64.7390692306735,-7.10858671821321
1013,351.4,4,2,10,5.25,50.7,-56.3860132062719,-7.10854464283569
1014,418.9,6,1,5,4.33,75.2,-56.3427156341395,-7.10795678642577
1015,431.5,5,1,8,4.73,72.5,-59.7130824365713,-7.1027614638654
1016,426.5,6,1,7,3.49,82.8,-60.8587290602291,-7.09910649412399
1017,450.2,6,1,4,2.44,67.9,-58.4899342183226,-7.09825456221247
1018,473.5,9,2,12,3.97,111.3,-58.6666068745117,-7.09550996802679
1019,406.9,7,2,9,1.7,80.3,-56.4571755554171,-7.09536662237114
1020,427.5,10,3,8,1.02,130.4,-66.314107060035,-7.09133676882898
1021,413.5,5,2,8,1.8,45.7,-61.2867007273871,-7.09106596233314
1022,434.5,5,0,6,4.48,41.5,-61.2048931926038,-7.0900257409451
1023,402.5,6,1,10,3.12,66.7,-59.3390481543993,-7.08279279992464
1024,471.3,7,1,4,5.35,94.1,-58.8914562226546,-7.07887329949663
1025,394.5,5,0,3,3.94,60.7,-56.7331580164591,-7.07862641710398
1026,342.3,6,1,4,1.98,67.9,-57.3435157993526,-7.07294674893499
1027,437.9,7,1,8,2.51,88.6,-61.8116653093421,-7.07214865390918
1028,407.5,6,2,9,3.21,88.8,-61.0953375055815,-7.06908673725264
1029,462.5,8,0,6,3.33,93.2,-59.9555441130733,-7.06761310816553
1030,328.8,4,1,5,3.32,49.4,-56.7301343752451,-7.06420281650424
1031,381.5,7,0,6,2.14,71.3,-57.984837881053,-7.06288925031855
1032,417.5,8,1,9,3.24,91.0,-60.1648459212875,-7.06287812838049
1033,383.8,6,1,7,3.76,73.2,-57.7775598455119,-7.06268155333573
1034,448.6,6,1,6,5.49,67.2,-61.8625470251454,-7.06117499499787
1035,335.4,4,0,4,4.5,52.3,-58.3379261476121,-7.05870336768318
1036,354.4,3,0,6,4.5,43.4,-58.8538512641235,-7.05817009761275
1037,418.5,8,1,9,3.88,113.4,-59.637220905317,-7.05766602127727
1038,448.5,5,0,8,3.9,57.7,-56.4506776307226,-7.05656294677236
1039,414.5,8,1,10,3.06,102.7,-56.7678089413439,-7.05618045325654
1040,432.6,6,2,13,3.58,82.4,-61.338854241244,-7.05241953812051
1041,444.5,9,1,12,2.83,111.9,-62.4061615964038,-7.04916056527481
1042,466.6,6,2,9,4.87,76.0,-58.2129819391912,-7.04829174471407
1043,331.3,8,0,6,0.91,91.9,-57.0171696961625,-7.04702463085722
1044,388.3,6,3,8,2.65,95.1,-63.9865949167443,-7.04695559214068
1045,403.8,5,2,4,3.66,74.8,-56.7878646216732,-7.04650120418535
1046,326.4,4,1,3,3.3,49.4,-58.0355874416582,-7.04564281178269
1047,406.4,7,0,6,2.92,84.0,-60.7232051005494,-7.04469854692499
1048,330.5,4,2,8,2.27,49.8,-58.2257776739098,-7.04276230019699
1049,460.5,8,0,6,3.33,115.6,-59.7587767820069,-7.04194535549168
1050,381.3,6,2,10,2.21,84.5,-57.8713968966249,-7.03639508801581
1051,439.9,6,3,7,4.58,89.4,-70.6001356430534,-7.03591736931967
1052,378.4,6,0,7,4.54,78.9,-57.3544936860062,-7.03567437070088
1053,396.4,8,1,9,3.02,93.7,-60.4764461885998,-7.03555104690626
1054,388.4,5,1,7,4.39,59.8,-57.6823823032382,-7.03325995838349
1055,490.6,8,2,12,4.68,106.4,-68.3740428545416,-7.03203788239187
1056,365.8,6,0,5,3.3,65.6,-59.1234884846499,-7.0318307807784
1057,437.5,7,2,12,3.45,87.7,-62.4202782619641,-7.03109365226644
1058,500.0,8,3,15,4.72,107.9,-69.0606217133509,-7.02652332711618
1059,401.5,6,2,13,1.36,55.6,-56.8201565728614,-7.02157940952234
1060,357.4,7,1,9,3.36,89.6,-57.8001803040979,-7.02010695018888
1061,362.8,6,0,4,3.67,80.5,-56.3151420406803,-7.01836336544062
1062,472.5,7,0,7,3.66,103.8,-56.4453699259921,-7.01759561003105
1063,425.9,7,3,9,4.19,98.7,-62.8443556332004,-7.01434939205398
1064,465.9,8,3,9,4.8,111.8,-62.146518269552,-7.01194709258092
1065,459.9,6,1,8,5.81,67.4,-61.6253431019677,-7.0119416523648
1066,480.6,7,1,9,4.35,68.6,-67.3335361648387,-7.01141670040063
1067,309.4,4,2,5,3.08,79.8,-57.1748523834876,-7.01137637002496
1068,471.4,5,1,8,4.64,64.4,-58.0960768700998,-7.00765763135412
1069,438.4,5,2,8,4.01,67.4,-56.7808631637336,-7.00650405061367
1070,318.4,5,1,10,3.66,63.6,-57.5218272019401,-7.00600737918078
1071,356.4,5,1,7,2.67,58.6,-57.2725733074803,-7.00093361040322
1072,398.4,8,3,6,2.74,115.8,-63.3052187084131,-6.99875461917482
1073,359.9,6,1,7,1.62,69.7,-58.9557776752645,-6.9967299720442
1074,391.9,5,0,6,5.05,57.0,-58.8732545835192,-6.99477563400884
1075,348.3,5,2,4,4.32,75.4,-56.3456541904807,-6.99473786912561
1076,462.6,7,1,6,3.87,74.8,-64.0469934789253,-6.99345886512897
1077,468.5,6,1,10,4.66,82.8,-65.0886899457864,-6.99291054561825
1078,358.8,6,1,4,2.49,67.9,-57.7939575567452,-6.99084215153419
1079,411.6,5,1,7,4.23,62.3,-59.8859575950937,-6.98956968608993
1080,377.2,6,2,6,3.81,79.9,-56.6320764238999,-6.98172461374121
1081,420.8,6,2,5,4.64,83.3,-59.0037678091348,-6.98108193331203
1082,407.5,6,0,8,3.99,72.4,-59.3345340813476,-6.97801641994921
1083,416.9,4,2,7,5.44,58.2,-59.8611178445017,-6.9710747519797
1084,362.9,5,1,4,4.24,67.8,-56.8406687258794,-6.96784465380469
1085,445.5,6,2,9,5.46,82.4,-59.9158613509289,-6.96535901131101
1086,365.8,6,0,5,3.3,65.6,-60.0930013116804,-6.96322490341148
1087,364.5,4,2,2,5.23,58.2,-62.6038659458036,-6.96022044699488
1088,422.5,5,1,8,4.63,68.3,-58.0182311031558,-6.95445708643962
1089,409.5,7,1,6,2.42,80.8,-57.1015027617723,-6.9539606949741
1090,331.3,8,0,6,0.91,91.9,-59.0105322127138,-6.95286594634292
1091,457.0,6,1,8,4.39,82.8,-60.1744813959131,-6.95099048314672
1092,345.3,8,0,7,1.3,91.9,-56.9631584375711,-6.94988862606525
1093,287.4,3,1,5,4.35,38.3,-57.1293483188192,-6.94983980009541
1094,438.6,5,1,7,3.57,53.0,-64.3992066754226,-6.94362203467296
1095,433.5,7,2,6,4.63,93.5,-57.8425603230271,-6.94284614265831
1096,448.5,9,3,7,3.18,123.3,-58.5491976472449,-6.941846258423
1097,370.2,7,1,4,2.44,81.8,-56.7015260741318,-6.9388920734134
1098,442.9,6,1,7,4.0,82.8,-57.362125292183,-6.93720559623225
1099,383.5,5,2,5,4.33,71.1,-59.719602709094,-6.93697060662369
1100,385.4,7,2,6,2.75,91.6,-58.353536873863,-6.9366920201903
1101,421.5,6,0,9,4.38,72.4,-59.1613951940426,-6.9335937058702
